mangogrower
{
  DefaultArmStrength = 10;
  DefaultLegStrength = 15;
  DefaultDexterity = 10;
  DefaultAgility = 20;
  DefaultEndurance = 15;
  DefaultPerception = 15;
  DefaultIntelligence = 20;
  DefaultWisdom = 30;
  DefaultCharisma = 10;
  DefaultMana = 5;
  TotalVolume = 80000;
  TotalSize = 170;
  NameSingular = "mango grower";
  RightGauntlet = HARDENED_LEATHER gauntlet;
  SkinColor = rgb16(128, 80, 48);
  HairColor = rgb16(80, 48, 32);
  ClothColor = rgb16(56, 48, 20);
  HeadBitmapPos = 96, 0;
  TorsoBitmapPos = 32, 0;
  ArmBitmapPos = 64, 64;
  LegBitmapPos = 0, 288;
  Inventory == mango { Times = 10; }
  TamingDifficulty = NO_TAMING;
  HostileReplies == "\"Mango POWER!\"";
  AttachedGod = SILVA;
  CanRead = true;
  FriendlyReplies =
  {
    6,
    "@Dd curses: \"I hate bananas. I will go and grow Mangos forthwith.\"",
    "\"I was ex-prime-minister before Attnam invaded our peaceful land and I was jailed.\"",
    "\"1 + 1 = ... I don't remember. It been so long in this rotten jail!\"",
    "@Dd seems very joyful. \"Maybe I can be prime-minister again?\"",
    "\"I knew you would come to save us!\"",
    "\"Kill Petrus for us, too!\"";
  }
  AutomaticallySeen = true;
  ScienceTalkPossibility = 10;
  ScienceTalkIntelligenceModifier = 10;
  ScienceTalkWisdomModifier = 25;
  ScienceTalkIntelligenceRequirement = 5;
  ScienceTalkWisdomRequirement = 10;
  IsMasochist = true;
}

firefox
{
  DefaultArmStrength = 8;
  DefaultAgility = 20;
  DefaultEndurance = 8;
  DefaultPerception = 20;
  DefaultIntelligence = 6;
  DefaultWisdom = 5;
  DefaultCharisma = 12;
  DefaultMana = 0;
  TotalVolume = 25000;
  TorsoBitmapPos = 256, 96;
  HostileReplies == "@Dd yaps in fury.";
  FriendlyReplies == "@Dd yaps gleefully.";
  TotalSize = 80;
  SkinColor = rgb16(180, 100, 40);
  TorsoMainColor = rgb16(239, 239, 220); /* the tail */
  Adjective = "fire";
  NameSingular = "fox";
  NamePlural = "foxes";
  Alias == "foxy";
  BaseBiteStrength = 425;
  CanBeGenerated = true;
  CWeaponSkillHits == 100;
  ClassStates = INFRA_VISION;
  FleshMaterial = FOX_FLESH;
  AttachedGod = SILVA;
  DeathMessage = "@Dd is killed.";
  BaseEmitation = rgb24(150, 120, 90);
  Frequency = 500;
}

thunderbird
{
  DefaultArmStrength = 2;
  DefaultAgility = 40;
  DefaultEndurance = 8;
  DefaultPerception = 20;
  DefaultIntelligence = 6;
  DefaultWisdom = 5;
  DefaultCharisma = 6;
  DefaultMana = 0;
  StandVerb = "flying";
  CanOpen = false;
  TotalVolume = 500;
  TorsoBitmapPos = 560, 0;
  HostileReplies == "@Dd peeps thunderously.";
  FriendlyReplies == "@Dd chirps happily.";
  TotalSize = 20;
  SkinColor = rgb16(142, 100, 50);
  TorsoMainColor = rgb16(220, 180, 0);
  Adjective = "thunder";
  NameSingular = "bird";
  AttackStyle = USE_HEAD;
  BaseBiteStrength = 400;
  CanBeGenerated = true;
  KnownCWeaponSkills == BITE;
  CWeaponSkillHits == 50;
  PanicLevel = 75;
  FleshMaterial = THUNDER_BIRD_FLESH;
  AttachedGod = SILVA;
  BiteCapturesBodyPart = false;
  MoveType = FLY;
  BaseEmitation = rgb24(130, 130, 130);
  DangerModifier = 500;
  Frequency = 500;
  HPRequirementForGeneration = 70;
  DayRequirementForGeneration = 3;
}

anvitas
{
  DefaultArmStrength = 70;
  DefaultAgility = 50;
  DefaultEndurance = 30;
  DefaultPerception = 33;
  DefaultIntelligence = 8;
  DefaultWisdom = 7;
  DefaultCharisma = 16;
  DefaultMana = 0;
  TorsoBitmapPos = 192, 96;
  HostileReplies == "@Dd roars terribly.";
  FriendlyReplies == "@Dd roars cheerfully.";
  SkinColor = rgb16(140, 90, 100);
  TorsoSpecialColor = rgb16(165, 4, 61);
  NameSingular = "hedgehog";
  Adjective = "gigantic mutant";
  AttackStyle = USE_HEAD;
  BaseUnarmedStrength = 1000;
  BaseBiteStrength = 500;
  KnownCWeaponSkills == BITE;
  CWeaponSkillHits == 250;
  FleshMaterial = MUTANT_HEDGEHOG_FLESH;
  AttachedGod = SCABIES;
  TotalSize = 300;
  MoveType = WALK;
  DestroysWalls = true;
  DefaultName = "Anvitas";
  Alias == "Anvitas";
  TotalVolume = 600000;
  IsUnique = true;
  CanApply = true;
  IsPolymorphable = false;
  CanBeCloned = false;
  BloodMaterial = GLOWING_BLOOD;
}

genefourxvesana
{
  DefaultArmStrength = 32;
  DefaultAgility = 16;
  DefaultEndurance = 20;
  DefaultPerception = 32;
  DefaultIntelligence = 24;
  DefaultWisdom = 16;
  DefaultCharisma = 3;
  DefaultMana = 0;
  TotalVolume = 60000;
  TorsoBitmapPos = 128, 64;
  TotalSize = 350;
  Adjective = "grandmother carnivorous";
  NameSingular = "mutant plant";
  DefaultName = "genefourx vesana";
  AttackStyle = USE_HEAD;
  BaseBiteStrength = 1600;
  SkinColor = rgb16(111, 64, 37);
  TorsoMainColor = rgb16(0, 160, 0); /* the leaves */
  TorsoSpecialColor = rgb16(220, 0, 0);
  KnownCWeaponSkills == BITE;
  CWeaponSkillHits == 100;
  PanicLevel = 0;
  TamingDifficulty = NO_TAMING;
  IsNameable = false;
  IsUnique = true;
  DeathMessage = "@Dd is brutally destroyed.";
  BaseEmitation = rgb24(140, 100, 100);
  FleshMaterial = MUTANT_PLANT_FIBER;
  AttachedGod = SCABIES;
  IsPlant = true;
  CanOpen = false;
