snake
{
  DefaultArmStrength = 7;
  DefaultAgility = 5;
  DefaultEndurance = 10;
  DefaultPerception = 9;
  DefaultIntelligence = 5;
  DefaultWisdom = 5;
  DefaultCharisma = 5;
  DefaultMana = 0;
  TotalVolume = 10000;
  TorsoBitmapPos = 384, 0;
  HostileReplies == "@Dd hisses in fury.";
  FriendlyReplies == "@Dd hisses in a friendly manner.";
  TotalSize = 250;
  SkinColor = rgb16(130, 0, 0);
  NameSingular = "snake";
  AttackStyle = USE_HEAD;
  BaseBiteStrength = 500;
  StandVerb = "lying";
  CanBeGenerated = true;
  KnownCWeaponSkills == BITE;
  CWeaponSkillHits == 100;
  ClassStates = INFRA_VISION;
  HasALeg = false;
  FleshMaterial = SNAKE_FLESH;
  DangerModifier = 75;
  CanOpen = false;
  AttachedGod = MELLIS;
  AutomaticallySeen = true;
  RunDescriptionLineOne = "Crawling";
  RunDescriptionLineTwo = "very fast";
}
