insudo
{
  DefaultArmStrength = 35;
  DefaultLegStrength = 35;
  DefaultDexterity = 35;
  DefaultAgility = 35;
  DefaultEndurance = 35;
  DefaultPerception = 45;
  DefaultIntelligence = 35;
  DefaultWisdom = 45;
  DefaultCharisma = 60;
  DefaultMana = 45;
  IsAbstract = false;
  ClassStates = HASTE|INFRA_VISION|ESP|TELEPORT_CONTROL|POLYMORPH_CONTROL|GAS_IMMUNITY|LIFE_SAVED;
  TamingDifficulty = NO_TAMING;
  IsUnique = true;
  IsNameable = false;
  CanBeCloned = false;
  IsPolymorphable = false;
  CanBeConfused = false;
  FireResistance = 40;
  ElectricityResistance = 40;
  EnergyResistance = 40;
  NameSingular = "archangel";
  BodyArmor = ANGEL_HAIR bodyarmor(PLATE_MAIL) { Enchantment = 4; }
  Cloak = ANGEL_HAIR cloak { Enchantment = 4; }
  Belt = ANGEL_HAIR belt { Enchantment = 4; }
  RightGauntlet = ANGEL_HAIR gauntlet(GAUNTLET_OF_DEXTERITY) { Enchantment = 4; }
  IsImmuneToItemTeleport = true;
  ScienceTalkPossibility = 100;
  ScienceTalkIntelligenceModifier = 50;
  ScienceTalkWisdomModifier = 250;
  ScienceTalkIntelligenceRequirement = 20;
  ScienceTalkWisdomRequirement = 40;
  AllowUnconsciousness = false;
  CanChoke = false;
  DisplacePriority = 10;
  AllowPlayerToChangeEquipment = false;
  DefaultName = "Insudo";
  Sex = MALE;
  CreateDivineConfigurations = false;
  HostileReplies == "\"With the power of Eptyron, I shall slay thee, sinner!\"";
  FriendlyReplies == "\"Solicitus be with you, mortal.\"";
  DeathMessage = "@Dd leaves this mortal plane behind.";
  StandVerb = "flying";
  AttachedGod = NONE;
  PostFix = "of Solicitus";
}
