mushroom
{
  DefaultArmStrength = 4;
  DefaultAgility = 2;
  DefaultEndurance = 10;
  DefaultPerception = 5;
  DefaultIntelligence = 2;
  DefaultWisdom = 2;
  DefaultCharisma = 8;
  DefaultMana = 4;
  TotalVolume = 6250;
  TorsoBitmapPos = 208, 16;
  TotalSize = 40;
  Adjective = "giant";
  NameSingular = "mushroom";
  HasEyes = false;
  HasHead = false;
  HasALeg = false;
  UsesNutrition = false;
  SpillsBlood = false;
  Sweats = false;
  FleshMaterial = MUSHROOM_FLESH;
  SkinColor = rgb16(180, 180, 180);
  CanBeGenerated = true;
  AttachedGod = NEFAS;
  DeathMessage = "@Dd is squashed.";
  BaseUnarmedStrength = 200;
  PanicLevel = 0;
  CanOpen = false;
  StandVerb = "rooted";
  IsRooted = true;
  AllowUnconsciousness = false;
  CanChoke = false;
  HostileReplies == "@Dd expresses @sp utter contempt for your pitiful and loathsome existence by wobbling erratically.";
  FriendlyReplies == "@Dd wobbles knowingly.";

  Config AMBULATORY;
  {
    AttributeBonus = 150;
    Adjective = "giant ambulatory";
    TotalVolume = 8000;
    TotalSize = 50;
    IsRooted = false;
    StandVerb = "crawling";
    DangerModifier = 75;
    DayRequirementForGeneration = 4;
  }
}
